Match_ID,Blue_Team,Red_Team,Blue_Missing_Smite,Red_Missing_Smite,Blue_Win_Probability_%,Red_Win_Probability_%,Primary_Deciding_Factor,Factor_Impact
492,"Volibear, Rek'Sai, Ahri, Orianna, Wukong","Kayle, Annie, Irelia, Tryndamere, Talon",YES,No,4.4,95.6,Severe Tactical Spell Error,-37.5
493,"Jax, Wukong, Sivir, Poppy, Urgot","None, Renekton, Skarner, Aatrox, Viktor",No,No,66.78,33.22,Blue Draft Strength,-6.32
494,"Master Yi, Nocturne, Syndra, Nidalee, Draven","Azir, Kayle, Karthus, Jax, Jinx",YES,No,14.15,85.85,Severe Tactical Spell Error,-37.5
495,"Blitzcrank, Brand, Aurelion Sol, Rammus, Kassadin","Katarina, Vel'Koz, Ashe, Nautilus, Kled",YES,No,17.38,82.62,Severe Tactical Spell Error,-37.5
496,"Garen, Diana, Twitch, Ashe, Nidalee","Shyvana, Soraka, Karthus, Brand, Taliyah",No,No,30.87,69.13,Red Team Synergy,7.27
497,"Garen, Nasus, Jinx, Karthus, Kennen","Cassiopeia, Taliyah, Tryndamere, Tristana, Yasuo",No,No,83.23,16.77,Blue Counter-Pick Advantage,-8.07
498,"Nasus, Kayle, Kassadin, Diana, Jhin","Vladimir, Warwick, Malphite, Darius, Irelia",No,No,77.84,22.16,Red Team Synergy,-6.07
499,"Pantheon, Blitzcrank, Zac, Illaoi, Quinn","Yorick, Ivern, Xayah, Kindred, Janna",No,No,71.87,28.13,Blue Draft Strength,-8.86
500,"Heimerdinger, Morgana, Nautilus, Jhin, Cho'Gath","Miss Fortune, Anivia, Nasus, Amumu, Kalista",No,No,19.12,80.88,Blue Counter-Pick Advantage,12.51
501,"Xin Zhao, Gragas, Nidalee, Gangplank, Viktor","Volibear, Fiora, Karma, Olaf, Braum",No,No,36.78,63.22,Red Draft Strength,14.72
502,"Brand, Vel'Koz, Skarner, Fiora, Zac","Yorick, Lux, Irelia, Bard, Poppy",No,No,79.91,20.09,Blue Counter-Pick Advantage,-10.92
503,"Kennen, Elise, Maokai, Master Yi, Malzahar","Swain, Rek'Sai, Graves, Orianna, Fiddlesticks",No,No,79.99,20.01,Blue Counter-Pick Advantage,-10.9
504,"Draven, Fiddlesticks, Rakan, Evelynn, Jax","Jhin, Corki, Udyr, Lissandra, Tahm Kench",No,No,74.61,25.39,Red Draft Strength,17.74
505,"Sion, Corki, Kassadin, Talon, Evelynn","Aurelion Sol, Ivern, Syndra, Ezreal, Jhin",No,No,64.31,35.69,Blue Draft Strength,-12.88
506,"Nasus, Ivern, Zac, Nidalee, Cassiopeia","Kled, Draven, Kha'Zix, Malzahar, Cho'Gath",No,No,14.38,85.62,Blue Team Synergy,14.85
507,"Ziggs, Master Yi, Nami, Skarner, Renekton","Camille, Zac, Hecarim, Warwick, Lee Sin",No,No,79.67,20.33,Blue Counter-Pick Advantage,-17.27
508,"Rengar, Hecarim, Ryze, Kassadin, Xayah","Janna, Azir, Wukong, Sona, Kha'Zix",No,No,31.84,68.16,Blue Counter-Pick Advantage,15.37
509,"Kassadin, Taric, Warwick, Talon, Mordekaiser","Sion, Karma, Xayah, Master Yi, Nocturne",No,No,88.67,11.33,Blue Counter-Pick Advantage,-15.12
510,"Blitzcrank, Gnar, Gangplank, Azir, Aatrox","Wukong, Ezreal, Sivir, Master Yi, LeBlanc",No,No,32.08,67.92,Blue Draft Strength,-11.56
511,"Zed, Evelynn, Yasuo, None, Bard","Miss Fortune, Soraka, Camille, Draven, Nidalee",No,No,24.09,75.91,Blue Team Synergy,5.41
512,"Ivern, Nasus, Xerath, Garen, Camille","Brand, Kalista, Gnar, Nautilus, Kassadin",No,YES,45.02,54.98,Severe Tactical Spell Error,37.5
513,"Skarner, Camille, Aatrox, Tristana, Anivia","Rengar, Rammus, Jarvan IV, Lee Sin, Rek'Sai",YES,No,42.22,57.78,Severe Tactical Spell Error,-37.5
514,"Sona, Camille, Shyvana, Ezreal, Poppy","Ryze, Evelynn, Ekko, Viktor, Miss Fortune",No,YES,67.84,32.16,Severe Tactical Spell Error,37.5
515,"Pantheon, Vladimir, Cho'Gath, Rengar, Shyvana","Ziggs, Amumu, Bard, Annie, Kassadin",No,No,86.65,13.35,Blue Counter-Pick Advantage,-12.99
516,"Kled, Elise, Poppy, Anivia, Rakan","Gragas, Draven, Malzahar, Rek'Sai, Kindred",YES,No,8.74,91.26,Severe Tactical Spell Error,-37.5
517,"Tahm Kench, Miss Fortune, Cho'Gath, Rakan, Varus","Nami, Vel'Koz, Draven, Wukong, Warwick",No,No,21.9,78.1,Red Team Synergy,11.2
518,"Irelia, Kled, Maokai, None, Alistar","Veigar, Nautilus, Cassiopeia, Renekton, Janna",No,No,24.86,75.14,Red Team Synergy,4.98
519,"Fiddlesticks, Veigar, Ivern, Hecarim, Jinx","Azir, Ashe, Udyr, Maokai, Jax",YES,No,10.49,89.51,Severe Tactical Spell Error,-37.5
520,"Nocturne, Nautilus, Annie, Jayce, Caitlyn","Mordekaiser, Sion, Zac, Ahri, Brand",No,YES,85.07,14.93,Severe Tactical Spell Error,37.5
521,"Sona, Shyvana, Cho'Gath, Annie, Kennen","Katarina, Nocturne, Viktor, Caitlyn, Master Yi",No,No,51.4,48.6,Red Draft Strength,7.28
522,"Varus, Rumble, Sivir, Tahm Kench, LeBlanc","Syndra, Talon, Zyra, Kayle, Vi",No,No,25.99,74.01,Blue Draft Strength,-12.11
523,"Karthus, Vladimir, Yasuo, Rumble, Vayne","Orianna, Katarina, Vi, Sejuani, Annie",No,YES,81.63,18.37,Severe Tactical Spell Error,37.5
524,"Graves, Hecarim, Trundle, Riven, Cassiopeia","Brand, Caitlyn, Nocturne, Leona, Shyvana",No,No,54.61,45.39,Blue Draft Strength,-12.6
525,"Kayn, Swain, Zac, Ryze, Heimerdinger","Vel'Koz, Orianna, Veigar, Morgana, Jayce",No,No,47.71,52.29,Blue Draft Strength,-10.92
526,"Taliyah, Fiddlesticks, Vladimir, Rek'Sai, Shyvana","Bard, Lee Sin, Vi, Riven, Draven",No,No,68.31,31.69,Blue Draft Strength,-12.18
527,"Sejuani, Taric, Kha'Zix, Quinn, Katarina","Illaoi, Twitch, Kayn, Garen, Karthus",No,No,69.68,30.32,Blue Counter-Pick Advantage,5.0
528,"Galio, Trundle, Wukong, Kog'Maw, Jax","Xayah, Vel'Koz, Nunu, Udyr, Rakan",No,No,36.37,63.63,Blue Team Synergy,13.11
529,"Kayn, Ziggs, Talon, Ezreal, Rakan","Riven, Cho'Gath, Gangplank, Darius, Nocturne",No,YES,79.92,20.08,Severe Tactical Spell Error,37.5
530,"Yorick, Leona, Hecarim, Shen, Kennen","Trundle, Tryndamere, Corki, Nasus, Jinx",No,YES,93.2,6.8,Severe Tactical Spell Error,37.5
531,"Teemo, Ornn, Heimerdinger, Jhin, Aatrox","Nautilus, Maokai, Soraka, None, Hecarim",No,No,39.92,60.08,Blue Team Synergy,12.35
532,"Yorick, Elise, Talon, Kalista, Akali","Malphite, Tristana, Malzahar, Viktor, Ashe",No,No,80.38,19.62,Blue Draft Strength,-7.54
533,"Garen, Pantheon, Fizz, Varus, Renekton","Nautilus, Twisted Fate, None, Illaoi, Singed",No,No,51.18,48.82,Red Draft Strength,-5.23
534,"Braum, Varus, Soraka, Vel'Koz, Skarner","Shyvana, Kog'Maw, Malphite, Irelia, Dr. Mundo",No,YES,76.38,23.62,Severe Tactical Spell Error,37.5
535,"Ahri, Kalista, Kha'Zix, Rengar, Bard","Wukong, Veigar, Pantheon, Karma, Kayn",YES,No,4.9,95.1,Severe Tactical Spell Error,-37.5
536,"Irelia, Tryndamere, Skarner, Karthus, Dr. Mundo","Kassadin, Maokai, Draven, Poppy, Ryze",No,No,68.84,31.16,Red Draft Strength,20.75
537,"Cassiopeia, Kha'Zix, Jinx, Ekko, Ziggs","Vayne, Miss Fortune, Pantheon, Maokai, Zac",No,No,54.58,45.42,Red Team Synergy,4.91
538,"Kha'Zix, Taliyah, Xin Zhao, Gnar, Illaoi","Twisted Fate, Diana, Sion, Olaf, Jayce",No,No,36.58,63.42,Blue Counter-Pick Advantage,16.35
539,"Darius, Draven, Zilean, Sion, Annie","Kog'Maw, Cassiopeia, Nami, Gragas, Ziggs",No,No,82.29,17.71,Blue Draft Strength,-6.71
540,"Akali, Thresh, Wukong, Nasus, Yasuo","Poppy, Aurelion Sol, Mordekaiser, Sivir, Brand",No,No,71.5,28.5,Red Team Synergy,-13.73
541,"Shen, LeBlanc, Lucian, Xayah, Quinn","Evelynn, Leona, Draven, None, Zed",No,No,56.8,43.2,Blue Draft Strength,-6.02
542,"Caitlyn, Ivern, Graves, Annie, Cassiopeia","Varus, Warwick, Fiora, Riven, Zed",YES,No,12.93,87.07,Severe Tactical Spell Error,-37.5
543,"Xin Zhao, Nasus, Hecarim, Skarner, Nidalee","Vayne, Lulu, Nami, Darius, Corki",No,No,65.53,34.47,Blue Counter-Pick Advantage,15.7
544,"Azir, Lissandra, Master Yi, Irelia, Nidalee","Illaoi, LeBlanc, Varus, Taliyah, Fiddlesticks",No,No,18.78,81.22,Red Draft Strength,24.93
545,"Draven, Rammus, Lissandra, Darius, Sivir","Olaf, Galio, Skarner, Pantheon, Caitlyn",YES,No,38.97,61.03,Severe Tactical Spell Error,-37.5
546,"Malphite, Vladimir, Jarvan IV, Pantheon, Viktor","Wukong, Tristana, Gragas, Xin Zhao, Miss Fortune",No,No,28.71,71.29,Red Draft Strength,-5.88
547,"Gragas, Lucian, Ziggs, Nami, Vel'Koz","Karma, Yorick, Varus, Braum, Tahm Kench",YES,No,3.91,96.09,Severe Tactical Spell Error,-37.5
548,"Orianna, Pantheon, Mordekaiser, Zed, Kalista","Brand, Rek'Sai, Vayne, Twisted Fate, Rammus",No,No,45.53,54.47,Blue Counter-Pick Advantage,6.58
549,"Pantheon, Twitch, Fiddlesticks, Kennen, Soraka","Cho'Gath, Rengar, Katarina, Cassiopeia, Azir",No,No,80.35,19.65,Blue Counter-Pick Advantage,-14.0
550,"Morgana, Master Yi, Bard, Braum, Shaco","Warwick, Cassiopeia, Hecarim, Taliyah, Elise",No,No,59.88,40.12,Red Team Synergy,-14.06
551,"Dr. Mundo, Volibear, Cassiopeia, Wukong, Warwick","Lux, Zilean, Rumble, Elise, Nasus",No,No,76.3,23.7,Red Team Synergy,-8.57
552,"Shyvana, Xayah, Annie, Lucian, Caitlyn","Lux, Swain, Janna, Ahri, Kalista",No,No,38.05,61.95,Blue Counter-Pick Advantage,7.92
553,"Soraka, Amumu, Heimerdinger, LeBlanc, Jinx","Jayce, Ashe, Annie, Taric, Ornn",No,No,42.23,57.77,Red Draft Strength,10.98
554,"Rek'Sai, Syndra, Kayn, Olaf, Illaoi","Cassiopeia, Bard, Urgot, Aatrox, Azir",No,No,64.33,35.67,Red Draft Strength,16.54
555,"Vel'Koz, Vi, Malphite, Fiddlesticks, Lissandra","Vayne, Galio, Fiora, Illaoi, Sejuani",No,No,59.1,40.9,Blue Draft Strength,-9.41
556,"Wukong, Evelynn, Camille, Draven, Renekton","Ivern, Rengar, Jinx, Orianna, Pantheon",No,No,75.24,24.76,Blue Draft Strength,-7.63
557,"Alistar, Kennen, Vladimir, Malzahar, Ivern","Karthus, Irelia, Renekton, Karma, Pantheon",No,YES,93.5,6.5,Severe Tactical Spell Error,37.5
558,"Ashe, Ziggs, Tristana, Karthus, Rakan","Lee Sin, Aatrox, Anivia, Ekko, Wukong",No,No,23.74,76.26,Red Draft Strength,6.07
559,"Xayah, None, Olaf, Bard, Anivia","Rengar, Urgot, Ekko, Tryndamere, Hecarim",YES,No,5.75,94.25,Severe Tactical Spell Error,-37.5
560,"Thresh, Ryze, Rengar, Maokai, Shaco","Alistar, Kalista, Annie, Ziggs, Brand",No,YES,51.12,48.88,Severe Tactical Spell Error,37.5
561,"Ezreal, Akali, Riven, Kled, Hecarim","Sona, Illaoi, Rengar, Bard, Mordekaiser",YES,No,7.72,92.28,Severe Tactical Spell Error,-37.5
562,"Nautilus, Karthus, Veigar, Zed, Wukong","Fiora, Lucian, Maokai, Tryndamere, Diana",YES,No,11.27,88.73,Severe Tactical Spell Error,-37.5
563,"Renekton, Irelia, Ekko, Heimerdinger, Shyvana","Quinn, Aatrox, Katarina, Shaco, Nunu",No,No,16.22,83.78,Red Draft Strength,19.13
564,"Singed, Illaoi, Poppy, Zed, Brand","Elise, Bard, Kog'Maw, Yasuo, Jayce",No,No,30.89,69.11,Red Draft Strength,6.64
565,"Alistar, Xerath, Xin Zhao, Janna, Gangplank","Nocturne, Bard, Syndra, Lissandra, Lee Sin",No,No,84.47,15.53,Blue Counter-Pick Advantage,-15.17
566,"Lulu, Fiddlesticks, Azir, Riven, Kayle","Nidalee, Kog'Maw, Xerath, Karthus, Aurelion Sol",No,No,13.5,86.5,Blue Counter-Pick Advantage,21.89
567,"Varus, Corki, Heimerdinger, Ziggs, Garen","LeBlanc, Lulu, Braum, Aatrox, Zilean",No,No,74.98,25.02,Red Draft Strength,11.58
568,"Caitlyn, Xerath, Gangplank, Nocturne, Rek'Sai","Miss Fortune, Taric, Janna, Bard, Gnar",No,No,70.57,29.43,Blue Counter-Pick Advantage,5.97
569,"Lucian, Olaf, Elise, Tristana, Bard","Shaco, Lee Sin, Quinn, Heimerdinger, Zed",No,No,45.35,54.65,Red Team Synergy,-11.27
570,"Viktor, Fizz, Jax, Rumble, Sona","Kled, Anivia, Tristana, Caitlyn, Nami",No,No,18.3,81.7,Red Team Synergy,7.44
571,"Vladimir, Aurelion Sol, Graves, Pantheon, Yorick","Vel'Koz, Draven, Kayle, Cho'Gath, Karthus",No,No,43.99,56.01,Blue Draft Strength,-6.06
572,"Vladimir, Fizz, Taric, Lee Sin, Vel'Koz","Varus, Morgana, Zac, Bard, Syndra",No,No,66.35,33.65,Blue Team Synergy,11.63
573,"Taric, Zac, Rek'Sai, Shyvana, Sivir","Tristana, Katarina, Karthus, Darius, Xin Zhao",No,No,42.88,57.12,Red Team Synergy,4.29
574,"Evelynn, Zed, Lulu, Fiora, Rammus","Tryndamere, Olaf, Cho'Gath, Zac, Aatrox",No,No,26.77,73.23,Red Draft Strength,9.48
575,"Aurelion Sol, Viktor, Caitlyn, Lux, Lucian","Lulu, Anivia, Fiora, Gragas, Aatrox",No,No,27.9,72.1,Red Draft Strength,4.95
576,"Rek'Sai, Talon, Lucian, Renekton, Janna","Aatrox, Draven, Lee Sin, Ahri, Garen",No,No,45.07,54.93,Red Team Synergy,1.51
577,"Xin Zhao, Amumu, Lee Sin, Fiddlesticks, Xerath","Nami, Trundle, Jax, Aurelion Sol, Rek'Sai",No,No,21.4,78.6,Red Draft Strength,6.21
578,"Taric, Shen, Rengar, Vi, Azir","Swain, Udyr, Irelia, Zed, Ahri",No,No,24.72,75.28,Red Team Synergy,12.81
579,"Volibear, Soraka, Galio, LeBlanc, Gragas","Brand, Nidalee, Zac, Nunu, Kennen",No,No,51.48,48.52,Red Team Synergy,-16.85
580,"Lux, Jinx, Jax, Orianna, Urgot","Nasus, Swain, Rek'Sai, Annie, Sona",No,YES,62.86,37.14,Severe Tactical Spell Error,37.5
581,"Miss Fortune, Wukong, Veigar, Mordekaiser, Leona","Orianna, Renekton, Kayle, Ezreal, Viktor",No,No,85.47,14.53,Blue Counter-Pick Advantage,-10.98
582,"Darius, Vayne, Xayah, Poppy, Ekko","Master Yi, LeBlanc, Twisted Fate, Pantheon, Camille",No,No,33.02,66.98,Red Draft Strength,6.9
583,"Fizz, Morgana, Kayn, Nautilus, Zilean","Twisted Fate, Annie, Yorick, Rammus, Amumu",No,No,16.89,83.11,Blue Counter-Pick Advantage,18.35
584,"Shen, Maokai, Ekko, Shaco, Sejuani","Alistar, Singed, Nami, Aatrox, Trundle",No,YES,89.9,10.1,Severe Tactical Spell Error,37.5
585,"Ivern, Wukong, Singed, Kindred, Garen","Ezreal, Jax, Yorick, Poppy, Taliyah",No,No,76.58,23.42,Blue Counter-Pick Advantage,-12.6
586,"Lucian, Leona, Talon, Morgana, Pantheon","Amumu, Zilean, LeBlanc, Zed, Xayah",No,No,23.52,76.48,Red Draft Strength,6.91
587,"Singed, None, Braum, Darius, Tristana","Olaf, Annie, Fizz, Zed, Ornn",No,No,30.0,70.0,Red Draft Strength,19.62
588,"Darius, Zyra, Poppy, Jayce, Vel'Koz","Teemo, Kled, Talon, Gnar, Aatrox",No,No,80.73,19.27,Blue Draft Strength,-8.84
589,"Annie, Kayle, Ashe, Blitzcrank, Nunu","Anivia, Rek'Sai, Corki, Veigar, Draven",No,No,72.08,27.92,Red Team Synergy,-6.73
590,"Cho'Gath, Zyra, Urgot, Alistar, Sivir","Nocturne, Malzahar, Gnar, Olaf, Draven",No,No,50.09,49.91,Blue Draft Strength,-5.8
591,"Zed, Udyr, Galio, Leona, Nunu","Annie, Cho'Gath, Rek'Sai, Darius, Quinn",No,No,54.14,45.86,Blue Draft Strength,-8.34
592,"Singed, Irelia, Urgot, Master Yi, Fiora","Kassadin, Camille, Poppy, Taliyah, Caitlyn",No,No,47.35,52.65,Red Draft Strength,17.48
593,"Irelia, Rumble, Kha'Zix, Blitzcrank, Rammus","Draven, Bard, Kayn, Annie, Diana",No,No,30.45,69.55,Blue Team Synergy,3.26
594,"Fizz, Kennen, Lissandra, Tryndamere, LeBlanc","Olaf, Nasus, Renekton, Ezreal, Rengar",No,No,20.16,79.84,Blue Team Synergy,14.82
595,"Quinn, Jinx, Malphite, Heimerdinger, Kog'Maw","Malzahar, Nautilus, Mordekaiser, Kassadin, Kha'Zix",No,No,83.36,16.64,Blue Counter-Pick Advantage,-9.4
596,"Elise, Renekton, Bard, Caitlyn, Kindred","Sona, Olaf, Kennen, Sejuani, Kha'Zix",No,No,12.3,87.7,Blue Counter-Pick Advantage,12.44
597,"Syndra, Lulu, Veigar, Nautilus, Ziggs","Elise, Leona, Gnar, Nocturne, Hecarim",No,No,49.37,50.63,Blue Draft Strength,-6.93
598,"Jayce, Aurelion Sol, Alistar, Ekko, Master Yi","Tahm Kench, Singed, None, Akali, Aatrox",No,No,72.38,27.62,Blue Team Synergy,7.81
599,"Bard, Skarner, Gnar, Tahm Kench, Malphite","Trundle, Zac, Fiora, Irelia, Dr. Mundo",No,No,15.75,84.25,Red Draft Strength,16.41
600,"Ekko, Tristana, Ahri, Anivia, Kennen","Zed, Twitch, Vel'Koz, Janna, Bard",No,No,50.7,49.3,Red Draft Strength,-4.84
601,"Udyr, Azir, Jhin, LeBlanc, Twisted Fate","Sion, Jax, Rammus, Ekko, Syndra",No,No,21.27,78.73,Blue Team Synergy,16.44
602,"Varus, Karma, Camille, Ziggs, Illaoi","Amumu, LeBlanc, Kassadin, Gnar, Jhin",No,No,60.31,39.69,Blue Draft Strength,-13.79
603,"Morgana, Urgot, Akali, Nidalee, Jhin","Jax, Trundle, Thresh, Darius, Skarner",No,No,16.85,83.15,Blue Counter-Pick Advantage,20.88
604,"Fiora, Volibear, Blitzcrank, Kayle, Kennen","Rakan, Zyra, Elise, Darius, Nautilus",No,No,57.17,42.83,Red Draft Strength,5.38
605,"Ryze, Kindred, Karma, Sion, Ezreal","Corki, Vladimir, Draven, Singed, Xin Zhao",No,No,23.03,76.97,Blue Counter-Pick Advantage,14.87
606,"Dr. Mundo, Fizz, Syndra, Nidalee, Darius","Shaco, Corki, Xayah, Anivia, Kled",No,No,20.54,79.46,Blue Team Synergy,12.61
607,"Zac, Azir, Rumble, Xerath, Volibear","Ekko, Vayne, Renekton, Bard, Cho'Gath",No,No,43.16,56.84,Blue Draft Strength,-16.09
608,"Renekton, Jayce, Maokai, Xayah, None","Vayne, Heimerdinger, Alistar, Urgot, Corki",YES,No,11.47,88.53,Severe Tactical Spell Error,-37.5
609,"Diana, Nunu, Kayn, Gragas, Riven","Ashe, Braum, Olaf, Kennen, LeBlanc",No,No,35.3,64.7,Red Draft Strength,18.19
610,"Kayle, Kassadin, Garen, Draven, Camille","Vayne, Janna, Jax, Jinx, Nasus",No,No,27.15,72.85,Blue Counter-Pick Advantage,8.39
611,"Karma, Sivir, Fiora, Lucian, Ashe","Draven, Janna, Teemo, Vayne, Ekko",No,YES,44.74,55.26,Severe Tactical Spell Error,37.5
612,"Nocturne, Taric, Ashe, Kha'Zix, Maokai","Varus, Zilean, Rumble, Zac, Mordekaiser",No,No,62.8,37.2,Red Draft Strength,10.0
613,"Ekko, Veigar, Rengar, Bard, Nautilus","Sona, Jarvan IV, Aatrox, Brand, None",No,No,37.24,62.76,Blue Counter-Pick Advantage,19.64
614,"Olaf, Yasuo, Ryze, Anivia, Zac","Ivern, Varus, Nautilus, Hecarim, Kindred",No,No,37.01,62.99,Red Draft Strength,18.04
615,"Jhin, Vel'Koz, Akali, Kayn, Galio","Caitlyn, Ezreal, Udyr, Skarner, Camille",No,No,21.95,78.05,Red Draft Strength,23.83
616,"Hecarim, Diana, Urgot, Jhin, Pantheon","Tristana, Lissandra, Malzahar, Gragas, Janna",No,No,69.77,30.23,Red Draft Strength,-6.56
617,"Diana, Zyra, Zilean, Ornn, Ahri","Poppy, Malzahar, Pantheon, Urgot, Garen",No,No,46.32,53.68,Blue Draft Strength,-10.28
618,"Xin Zhao, Rammus, Caitlyn, Irelia, Dr. Mundo","Udyr, Rumble, Skarner, Taric, Sion",No,No,38.57,61.43,Red Draft Strength,12.48
619,"Miss Fortune, Rakan, Nunu, None, Teemo","LeBlanc, Illaoi, Jarvan IV, Leona, Cassiopeia",No,No,60.03,39.97,Red Team Synergy,-7.78
620,"Yorick, Skarner, Sejuani, Talon, Vayne","Tahm Kench, Dr. Mundo, Taliyah, Rumble, Olaf",No,YES,96.11,3.89,Severe Tactical Spell Error,37.5
621,"Aurelion Sol, Elise, Vi, Twitch, Olaf","Tristana, Irelia, Ezreal, Karma, Ekko",No,No,65.84,34.16,Blue Draft Strength,-3.99
622,"Jinx, Darius, Jarvan IV, Annie, Trundle","Sona, Kindred, Bard, Kassadin, Lee Sin",No,No,68.15,31.85,Red Team Synergy,-10.84
623,"Tryndamere, Xin Zhao, Taric, Quinn, Master Yi","Aurelion Sol, Mordekaiser, Hecarim, Blitzcrank, Kayle",No,No,67.45,32.55,Red Team Synergy,-2.21
624,"Tristana, Shaco, Trundle, Karma, Gragas","Xayah, Cho'Gath, Anivia, Kog'Maw, Annie",No,No,23.49,76.51,Blue Counter-Pick Advantage,9.51
625,"Ahri, Rammus, Rakan, Illaoi, Twisted Fate","Kog'Maw, Twitch, Vi, Fiddlesticks, Morgana",No,No,43.37,56.63,Blue Team Synergy,-6.82
626,"Dr. Mundo, Alistar, Ahri, Rengar, Draven","Master Yi, Ornn, Taliyah, Mordekaiser, Skarner",No,No,65.65,34.35,Red Draft Strength,18.63
627,"Graves, Leona, Rek'Sai, Maokai, Nocturne","Rumble, Annie, Galio, Rammus, Jarvan IV",No,No,28.49,71.51,Blue Team Synergy,12.87
628,"Azir, Zilean, Rengar, Ahri, Yorick","Aatrox, Ziggs, Ryze, Anivia, Karma",No,No,60.52,39.48,Red Team Synergy,-21.56
629,"Kindred, Nunu, Karma, Tryndamere, Aatrox","Shen, Yorick, Draven, Ashe, Thresh",No,No,82.92,17.08,Blue Draft Strength,-16.88
630,"Syndra, Zed, Alistar, Rumble, Ekko","Tahm Kench, Rammus, Teemo, Trundle, Master Yi",No,No,52.84,47.16,Blue Counter-Pick Advantage,-8.49
631,"Nautilus, Azir, Janna, Warwick, Trundle","Mordekaiser, Aurelion Sol, Graves, Wukong, Shen",No,YES,86.63,13.37,Severe Tactical Spell Error,37.5
632,"Galio, Ahri, Nidalee, Veigar, Corki","Zyra, Lucian, Darius, Nasus, Volibear",YES,No,10.62,89.38,Severe Tactical Spell Error,-37.5
633,"Fizz, Rammus, Syndra, Twisted Fate, Mordekaiser","Katarina, Dr. Mundo, Ekko, Illaoi, Swain",No,No,64.91,35.09,Red Team Synergy,-14.7
634,"Annie, Kayn, Volibear, Leona, Warwick","Miss Fortune, Jax, Gnar, Nunu, Tristana",No,No,27.08,72.92,Blue Counter-Pick Advantage,10.05
635,"Rammus, Brand, Elise, Vel'Koz, Garen","Fizz, Alistar, Corki, Syndra, Ziggs",No,No,71.84,28.16,Blue Counter-Pick Advantage,-23.5
636,"Lux, Taliyah, Fiora, Rumble, Vel'Koz","Pantheon, Caitlyn, Thresh, Garen, Kayle",No,No,48.03,51.97,Blue Draft Strength,-6.79
637,"Kennen, Amumu, Nidalee, Aatrox, Garen","Cho'Gath, Shen, Vel'Koz, Corki, None",No,No,69.55,30.45,Blue Draft Strength,-13.5
638,"Cassiopeia, Wukong, Kassadin, Trundle, Ryze","Kayle, Syndra, Viktor, Ornn, Teemo",No,No,27.55,72.45,Red Draft Strength,19.85
639,"Aatrox, Jayce, Talon, Camille, Graves","Shen, Miss Fortune, Gragas, Sion, Fiora",No,No,34.85,65.15,Blue Draft Strength,-13.87
640,"Twitch, Singed, Rakan, Nami, Miss Fortune","Yasuo, Annie, Azir, Nautilus, Kindred",No,No,28.51,71.49,Blue Counter-Pick Advantage,-16.35
641,"Vi, Taliyah, Aurelion Sol, Riven, Miss Fortune","Evelynn, Malphite, Lissandra, Lee Sin, Draven",No,No,88.37,11.63,Blue Counter-Pick Advantage,-16.94
642,"Kog'Maw, Cassiopeia, Aurelion Sol, Evelynn, Kindred","Taliyah, Braum, Draven, Graves, Udyr",No,No,48.22,51.78,Red Draft Strength,12.32
643,"Karthus, Gangplank, Nunu, Evelynn, Aurelion Sol","Ziggs, Sona, Talon, Vel'Koz, Sivir",No,No,81.78,18.22,Blue Draft Strength,-13.45
644,"Illaoi, Rakan, Kalista, Rengar, Leona","Azir, Orianna, Nunu, Amumu, Zed",No,No,31.29,68.71,Red Draft Strength,10.0
645,"Kennen, Malzahar, Veigar, Maokai, Aurelion Sol","Caitlyn, Darius, Shyvana, Olaf, Blitzcrank",No,No,38.87,61.13,Blue Draft Strength,-3.56
646,"Sivir, Brand, Olaf, Elise, Aatrox","Fiddlesticks, Fiora, Pantheon, Shaco, Evelynn",No,No,66.71,33.29,Blue Draft Strength,-11.79
647,"Nocturne, Elise, Braum, Singed, Corki","LeBlanc, Rengar, Sivir, Twitch, Zed",No,No,74.55,25.45,Blue Draft Strength,-8.05
648,"Morgana, Master Yi, Ryze, Fizz, Rammus","Kayn, Ivern, Gnar, Vi, Elise",No,No,68.32,31.68,Blue Draft Strength,-9.56
649,"Urgot, Braum, Fiddlesticks, Diana, Akali","Kindred, Tristana, Taric, Vel'Koz, Swain",YES,No,10.78,89.22,Severe Tactical Spell Error,-37.5
650,"Camille, Bard, Warwick, Swain, Singed","Darius, Ryze, Maokai, Gnar, Udyr",No,YES,66.05,33.95,Severe Tactical Spell Error,37.5
651,"Kalista, Brand, Graves, Zilean, Poppy","Ekko, Sion, Braum, Fizz, Alistar",No,No,71.3,28.7,Blue Draft Strength,-15.18
652,"Shyvana, Shen, Kled, Volibear, Jinx","Renekton, Tristana, Xerath, Twitch, Fiora",YES,No,14.52,85.48,Severe Tactical Spell Error,-37.5
653,"Gnar, Evelynn, Galio, Karma, Pantheon","Nidalee, Zed, Dr. Mundo, Taric, Garen",No,No,58.16,41.84,Blue Draft Strength,-12.42
654,"Tryndamere, Jarvan IV, Janna, Jax, Elise","Riven, Wukong, Kog'Maw, Viktor, Anivia",No,No,61.55,38.45,Blue Team Synergy,-11.68
655,"Quinn, Gragas, Rengar, Syndra, Gangplank","Volibear, Fiddlesticks, Galio, Draven, Tahm Kench",No,No,27.44,72.56,Red Draft Strength,19.32
656,"Jarvan IV, Syndra, Xayah, Urgot, Kha'Zix","Ryze, Lulu, Taliyah, Ashe, Yorick",No,No,69.34,30.66,Red Draft Strength,15.98
